,标题,地区,具体位置,类型,均价/平方米每元,室厅数,面积,标签,总价,对数均价/平方米每元,对数总价,对数面积
570,羊城时尚汇,增城,新新公路羊城时尚汇,待售,18339.0,3,109.0,"商业类,人车分流,公交直达,已交房1年内,已交房2年内",337.5,9.816785218696834,5.821565510312585,4.6913478822291435
571,星河·盛世锦城,番禺,市新公路星河·盛世锦城,待售,18339.0,3,109.0,"底商,车位充足,人车分流,品牌房企,近地铁",337.5,9.816785218696834,5.821565510312585,4.6913478822291435
572,鹏瑞金融城,天河,黄埔大道东鹏瑞金融城,待售,18339.0,3,109.0,"商业类,小型社区,近地铁,多轨交汇,超市",337.5,9.816785218696834,5.821565510312585,4.6913478822291435
573,保利琅悦,花都,云山大道保利琅悦,在售,24000.0,3,137.5,"住宅,车位充足,绿化率高,国央企,品牌房企",300.0,10.085809109330082,5.703782474656201,4.923623917106625
574,越禧府,越秀,先烈南路越禧府,待售,18339.0,3,109.0,"住宅,小型社区,近地铁,多轨交汇,超市",337.5,9.816785218696834,5.821565510312585,4.6913478822291435
575,星河盛世禧悦,黄埔,开创大道星河盛世禧悦,在售,24000.0,3,98.0,"住宅,低单价,车位充足,绿化率高,品牌房企",245.0,10.085809109330082,5.5012582105447265,4.584967478670571
576,中旅·阿那亚·九龙湖,花都,鸿鹤路微澜苑,待售,23000.0,4,477.5,"住宅,绿化率高,低密居所,国央企,置换改善",1125.0,10.043249494911286,7.025538314638521,6.168564159920785
577,天健东玥台,增城,中新地铁站A口,待售,18339.0,3,109.0,"底商,车位充足,小型社区,国央企,品牌房企",337.5,9.816785218696834,5.821565510312585,4.6913478822291435
578,珠江广场,海珠,海珠区滨江东路835号,在售,80000.0,1,88.5,"住宅,人车分流,大型社区,近地铁,地铁沿线",689.0,11.289781913656018,6.535241271013659,4.483002552013883
579,保利招商华发中央公馆,黄埔,护林路保利招商华发中央公馆,在售,45000.0,2,120.0,"住宅,绿化率高,人车分流,国央企,品牌房企",465.0,10.714417768752456,6.142037405587356,4.787491742782046
580,品越华府,海珠,金运路1号,在售,140000.0,5,325.0,"住宅,车位充足,人车分流,国央企,品牌房企",4700.0,11.84939770159144,8.45531778769815,5.783825182329737
581,城投湖山雅筑,花都,商业大道城投湖山雅筑,在售,23000.0,3,113.5,"住宅,车位充足,绿化率高,国央企,品牌房企",272.5,10.043249494911286,5.607638614103299,4.7318028369214575
582,知城翰林湖畔,黄埔,创新大道知城翰林湖畔,待售,18339.0,3,109.0,"住宅,小型社区,地铁沿线,公交直达,综合商场",337.5,9.816785218696834,5.821565510312585,4.6913478822291435
583,中建一城江山海,黄埔,红山街道中建一城江山海,待售,18339.0,3,109.0,"住宅,车位充足,绿化率高,国央企,养老舒适",337.5,9.816785218696834,5.821565510312585,4.6913478822291435
584,保利锦上印,荔湾,东漖街保利锦上印,待售,18339.0,3,109.0,"商业类,人车分流,大型社区,国央企,品牌房企",337.5,9.816785218696834,5.821565510312585,4.6913478822291435
585,越秀万博城,番禺,番禺大道北越秀·万博城,在售,51000.0,4,145.5,"住宅,车位充足,绿化率高,国央企,品牌房企",740.0,10.839580911706463,6.606650186198215,4.980176086611547
586,中国铁建花语上城,南沙,广州南沙蕉门河凤凰大道滨海实验学校（海语校区）对面,在售,28500.0,3,119.0,"住宅,车位充足,人车分流,国央企,品牌房企",347.5,10.25765936625674,5.850764665004847,4.77912349311153
587,越秀·大学城·和樾府·飞鸟集,番禺,兴业大道越秀·大学城·和樾府,在售,20000.0,1,40.5,"商业类,车位充足,人车分流,国央企,品牌房企",83.0,9.903487552536127,4.418840607796597,3.7013019741124933
588,中铁阅江来,南沙,黄阁南路中铁阅江来,待售,18339.0,1,47.0,"底商,车位充足,人车分流,国央企,品牌房企",337.5,9.816785218696834,5.821565510312585,3.8501476017100584
589,长兴智汇商务中心,天河,广州市天河区长福路219号,待售,18339.0,3,109.0,"商业类,小型社区,近地铁,地铁沿线,综合商场",337.5,9.816785218696834,5.821565510312585,4.6913478822291435
590,长兴智汇商务中心,天河,广州市天河区长福路219号,待售,18339.0,3,109.0,"住宅,小型社区,近地铁,地铁沿线,综合商场",337.5,9.816785218696834,5.821565510312585,4.6913478822291435
591,颐和盛世,花都,炭步镇817乡道,待售,18339.0,3,109.0,"商业类,大型社区,国央企,品牌房企,综合商场",337.5,9.816785218696834,5.821565510312585,4.6913478822291435
592,创基天峰,增城,荔城街增城大道134号,待售,18339.0,3,109.0,"商业类,车位充足,小型社区,近地铁,地铁沿线",337.5,9.816785218696834,5.821565510312585,4.6913478822291435
593,岭胜广场,黄埔,联和街道岭胜广场,待售,18339.0,3,109.0,"商业类,小型社区,近地铁,地铁沿线,超市",337.5,9.816785218696834,5.821565510312585,4.6913478822291435
594,大湾区诺德云城,白云,广东省广州市白云区棠乐路165号,待售,18339.0,3,109.0,"商业类,小型社区,国央企,品牌房企,近地铁",337.5,9.816785218696834,5.821565510312585,4.6913478822291435
595,中建天钰,海珠,南石头街道中建天钰,待售,18339.0,3,109.0,"住宅,小型社区,国央企,品牌房企,近地铁",337.5,9.816785218696834,5.821565510312585,4.6913478822291435
597,城隆大厦,天河,广东省广州市天河区员村五横路自编3号,待售,18339.0,3,109.0,"商业类,人车分流,小型社区,国央企,品牌房企",337.5,9.816785218696834,5.821565510312585,4.6913478822291435
598,大壮名城·名门,黄埔,揽月路大壮名城二期,在售,55000.0,3,115.5,"住宅,车位充足,绿化率高,近地铁,地铁沿线",655.0,10.915088464214607,6.484635235635252,4.749270529961848
599,雍晟河滨广场,从化,城南路雍晟河滨广场,待售,18339.0,3,78.0,"住宅,人车分流,小型社区,品牌房企,地铁沿线",337.5,9.816785218696834,5.821565510312585,4.356708826689592
600,智都绿城凤凰于飞,花都,广东省广州市花都区凤凰北路,在售,23000.0,3,126.0,"住宅,车位充足,人车分流,国央企,品牌房企",299.5,10.043249494911286,5.702114417555504,4.836281906951478
601,广州城投禧悦时光,花都,花都区新雅街道安雅路1号,在售,17000.0,3,98.0,"住宅,低单价,低总价,绿化率高,人车分流",165.0,9.740968623038352,5.10594547390058,4.584967478670571
602,广地花园,番禺,广东省广州市番禺区,在售,45000.0,3,109.0,"底商,车位充足,大型社区,品牌房企,地铁沿线",500.0,10.714417768752456,6.214608098422191,4.6913478822291435
603,保利珠江天悦,荔湾,白鹅潭CBD国际健康医药港港湾旁,在售,60000.0,3,173.0,"住宅,车位充足,绿化率高,国央企,品牌房企",1035.0,11.002099841204238,6.942156705699469,5.153291594497778
604,中建海丝城,黄埔,广州市黄埔区黄埔东路1568号,在售,35000.0,3,97.5,"住宅,绿化率高,人车分流,国央企,品牌房企",345.0,10.46310334047155,5.843544417031359,4.579852378003801
605,益云科创中心,白云,广东省广州市白云区大源街道益云科创中心(建设中),待售,18339.0,3,109.0,"商业类,车位充足,人车分流,地铁沿线,超市",337.5,9.816785218696834,5.821565510312585,4.6913478822291435
606,招商臻园,增城,永宁街新福路,待售,18339.0,3,109.0,"商业,车位充足,人车分流,国央企,品牌房企",337.5,9.816785218696834,5.821565510312585,4.6913478822291435
607,广州城投禧悦府,增城,汽车城大道广州城投禧阅盛汇,在售,38000.0,3,109.0,"底商,大型社区,国央企,品牌房企,近地铁",240.0,10.545341438708522,5.480638923341991,4.6913478822291435
608,中新知识城国际领军人才集聚区,黄埔,广东省广州市黄埔区中新广州知识城凤凰四路17号,待售,18339.0,3,109.0,"商业类,小型社区,近地铁,地铁沿线,综合商场",337.5,9.816785218696834,5.821565510312585,4.6913478822291435
609,中旅璞樾天序,花都,广州市花都区秀全三街1-38号,在售,21000.0,3,108.5,"住宅,低总价,人车分流,大型社区,国央企",202.5,9.95227771670556,5.310739886546593,4.686750172980514
610,保利雅郡,荔湾,鹤洞路保利雅郡,在售,45000.0,3,89.0,"住宅,绿化率高,人车分流,国央企,品牌房企",449.0,10.714417768752456,6.107022887742254,4.48863636973214
611,花都城投翰林世家,花都,平西村十二队二街花都城投翰林世家,在售,18000.0,4,151.0,"住宅,车位充足,绿化率高,国央企,品牌房企",290.0,9.798127036878302,5.66988092298052,5.017279836814924
612,增江创业广场,增城,纬六路增江创业广场,在售,7850.0,1,40.0,"商业类,人车分流,小型社区,公交直达,小户型",31.5,8.968268810776454,3.449987545831587,3.6888794541139363
613,太古仓壹号,海珠,海珠区龙凤街金沙社区革新路,待售,18339.0,3,109.0,"商业类,车位充足,小型社区,国央企,品牌房企",337.5,9.816785218696834,5.821565510312585,4.6913478822291435
614,广开云翰,黄埔,龙湖街道广开云翰,待售,18339.0,3,109.0,"住宅,小型社区,国央企,地铁沿线,公交直达",337.5,9.816785218696834,5.821565510312585,4.6913478822291435
615,智都越秀臻智府,花都,广东省广州市花都区永利路,待售,18339.0,3,109.0,"住宅,人车分流,小型社区,国央企,品牌房企",337.5,9.816785218696834,5.821565510312585,4.6913478822291435
616,珠江壹城·禧悦花园,从化,14号线神岗地铁站B出口,在售,28000.0,1,31.0,"商业,车位充足,人车分流,品牌房企,近地铁",62.0,10.239959789157341,4.127134385045092,3.4339872044851463
617,保利翔龙天汇,黄埔,广汕公路黄陂地铁站B出口(第一一七中学旁),在售,27000.0,3,109.0,"底商,车位充足,人车分流,国央企,品牌房企",500.0,10.203592144986466,6.214608098422191,4.6913478822291435
